n     dx          L2 Error    L2 Order       Linf Error  Linf Order
16    0.125       6.74E-003                  7.08E-003	
32    0.0625      2.28E-004   4.8877959234   2.69E-004   4.7160134001
64    0.03125     6.94E-006   5.0351820152   8.58E-006   4.9720003348
128   0.015625    2.13E-007   5.0281308698   2.65E-007   5.0177408218
256   0.0078125   6.58E-009   5.0143462661   7.98E-009   5.053656997
512   0.00390625  2.05E-010   5.0043939176   2.25E-010   5.1482004901
